Username,Profile URL,Subscribers,Twitter,Instagram,TikTok,LinkedIn,Facebook,YouTube,Linktree,Threads,Bluesky,GitHub,Medium,Other,Scraped At,Category
johnathanbi,https://substack.com/@johnathanbi,30000,,https://instagram.com/bi.johnathan,,https://www.linkedin.com/in/johnathan-bi-4662a2aa/,,,,,,,,https://www.johnathanbi.com/?utm_campaign=profile_chips,2026-01-22 03:28:23,Philosophy
stangrant1,https://substack.com/@stangrant1,2500,,,,,,,,,,,,,2026-01-22 03:28:23,Philosophy
bradstulberg,https://substack.com/@bradstulberg,4400,,https://instagram.com/bradstulberg,,,,,,,,,,https://wayofexcellencebook.com/,2026-01-22 03:28:23,Philosophy
wizardwithwords,https://substack.com/@wizardwithwords,4400,,,,,https://www.facebook.com/wizardwthwords,,,https://www.threads.net/@wizard.withwords,,,,https://www.wizard-withwords.com/?utm_campaign=profile_chips,2026-01-22 03:28:23,Philosophy
professordavidclements,https://substack.com/@professordavidclements,6700,,,,,,,,,,,,https://theprofessorsrecord.com,2026-01-22 03:28:23,Philosophy
jessicadore,https://substack.com/@jessicadore,28000,,https://instagram.com/thejessicadore,,,,,,,,,,https://jessicadore.com,2026-01-22 03:28:23,Philosophy
imyourmoderator,https://substack.com/@imyourmoderator,11000,,,,,,,,,,,,,2026-01-22 03:28:23,Philosophy
overthinkpod,https://substack.com/@overthinkpod,2300,,https://instagram.com/overthink_pod,,,,,,,,,,https://overthinkpodcast.com/,2026-01-22 03:28:23,Philosophy
celestemdavis,https://substack.com/@celestemdavis,23000,,,,,,,,,,,,,2026-01-22 03:28:23,Philosophy
erifili,https://substack.com/@erifili,40000,,,,,,,,,,,,https://erifili.com,2026-01-22 03:28:23,Philosophy
lukaboenisch,https://substack.com/@lukaboenisch,1400,,,,,,,,,,,,https://lukaboenisch.com/,2026-01-22 03:28:23,Philosophy
beherleader,https://substack.com/@beherleader,8700,,https://instagram.com/beherleader,,,,,,,,,,http://patriarchy.com,2026-01-22 03:28:23,Philosophy
nietzscheacademy,https://substack.com/@nietzscheacademy,1700,https://x.com/Nietzsche_Aca,,,,,https://www.youtube.com/channel/UC3m4Tw7Y78EFZbRnDaIsNiw,,,,,,,2026-01-22 03:28:23,Philosophy
secondvoice,https://substack.com/@secondvoice,1600,,,,,,,,,,,,https://lightningstudios.ai,2026-01-22 03:28:23,Philosophy
thequantummodel,https://substack.com/@thequantummodel,12000,,,,,,,,,,,,https://buymeacoffee.com/thequantummodel,2026-01-22 03:28:23,Philosophy
aprilxo,https://substack.com/@aprilxo,6900,,,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
ellieanderphd,https://substack.com/@ellieanderphd,2800,,https://instagram.com/ellieanderphd,,,,,,,,,,https://ellieandersonphd.com/,2026-01-22 03:28:24,Philosophy
jonathanleaf,https://substack.com/@jonathanleaf,4100,,,,,,,,,,,,https://jonathanleaf.weebly.com/,2026-01-22 03:28:24,Philosophy
slavojzizek,https://substack.com/@slavojzizek,92000,,,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
pelindilaracolak,https://substack.com/@pelindilaracolak,30000,,https://instagram.com/pelindilaracolak,,,,,,,,,,https://www.athenaum.tr/?utm_campaign=profile_chips,2026-01-22 03:28:24,Philosophy
transparencyofthings,https://substack.com/@transparencyofthings,9500,,,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
yepicurus,https://substack.com/@yepicurus,5600,,https://instagram.com/yepicurus,,,,https://www.youtube.com/channel/UC8H743uPMgxbbvnIex5dwOQ,,,,,,,2026-01-22 03:28:24,Philosophy
stoicwisdoms,https://substack.com/@stoicwisdoms,177000,,,,,https://www.facebook.com/stoicswisdoms/,,,,,,,https://www.stoicwisdoms.com/?utm_campaign=profile_chips,2026-01-22 03:28:24,Philosophy
bolle,https://substack.com/@bolle,19000,,,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
bimblings,https://substack.com/@bimblings,4900,https://twitter.com/porridgebrain,https://instagram.com/porridgebrain,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
whoistaliyah,https://substack.com/@whoistaliyah,5500,,,,,,,,,,,,https://taliyahverse.com,2026-01-22 03:28:24,Philosophy
katerinaeleftheriou,https://substack.com/@katerinaeleftheriou,4800,,,,,,,,,,,,https://katerinaeleftheriou.com/,2026-01-22 03:28:24,Philosophy
cybelecanterel,https://substack.com/@cybelecanterel,9000,,,,,,https://www.youtube.com/@CybeleCanterel,,,,,,https://cycanterel.com,2026-01-22 03:28:24,Philosophy
nathanajacobs,https://substack.com/@nathanajacobs,3300,,https://instagram.com/thenathanjacobspodcast,,,,,,,,,,https://theologicalletters.com/?utm_campaign=profile_chips,2026-01-22 03:28:24,Philosophy
unslaved,https://substack.com/@unslaved,1700,,,,,,https://youtube.com/@UnslavedPodcast,,,,,,,2026-01-22 03:28:24,Philosophy
feminismforall,https://substack.com/@feminismforall,14000,,,,,,,,,,,,https://feminismforall.com,2026-01-22 03:28:24,Philosophy
addyosmani,https://substack.com/@addyosmani,44000,,,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
michaelgawenda2,https://substack.com/@michaelgawenda2,2000,,,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
conquer1,https://substack.com/@conquer1,2300,https://twitter.com/conquerwisdom,,,,,,,,,,,https://conquerwisdom.com/,2026-01-22 03:28:24,Philosophy
marxandfriends,https://substack.com/@marxandfriends,1500,,,,,,,,,,,,,2026-01-22 03:28:24,Philosophy
wordsoftaoism,https://substack.com/@wordsoftaoism,13000,,,,,,,,,,,,https://wordsoftaoism.com/,2026-01-22 03:28:24,Philosophy
hellomortal,https://substack.com/@hellomortal,7300,,https://www.instagram.com/hellomortal_/,,,,,,,,,,https://www.hellomortal.com,2026-01-22 03:28:24,Philosophy
anthonywestgate,https://substack.com/@anthonywestgate,6000,https://twitter.com/a_westgate,https://instagram.com/the.reversion,,,,,,,,,,https://thereversion.co/?utm_campaign=profile_chips,2026-01-22 03:31:44,History
stirlingarchaeology,https://substack.com/@stirlingarchaeology,3400,,,,,,,,,,,,,2026-01-22 03:31:44,History
thememoryhole,https://substack.com/@thememoryhole,29000,,,,,,,,,,,,,2026-01-22 03:31:44,History
peterturchin,https://substack.com/@peterturchin,10000,https://twitter.com/Peter_Turchin,,,,,,,,,,,https://peterturchin.com/,2026-01-22 03:31:44,History
fiamengofile,https://substack.com/@fiamengofile,8700,https://twitter.com/JaniceFiamengo,,,,,,,,,,,,2026-01-22 03:31:44,History
sluttyprimarysource,https://substack.com/@sluttyprimarysource,2800,,,,,,,,,,,,,2026-01-22 03:31:44,History
stewardbeckham,https://substack.com/@stewardbeckham,1700,,https://instagram.com/steward.beckhamjr,,,,,,,,,,https://www.stewonthis.com/?utm_campaign=profile_chips,2026-01-22 03:31:44,History
opbarbarussa,https://substack.com/@opbarbarussa,2000,,https://www.instagram.com/opbarbarussa/,,,,https://www.youtube.com/channel/UCi4J6akiNeIFNe-Ump3oKUA,,,,,,,2026-01-22 03:31:44,History
nickestes,https://substack.com/@nickestes,3200,,,,,,https://www.youtube.com/c/TheRedNation,,,https://bsky.app/profile/nicke.bsky.social,,,,2026-01-22 03:31:44,History
textilearchaeology,https://substack.com/@textilearchaeology,6300,,,,,,,,,,,,,2026-01-22 03:31:44,History
crimsclass,https://substack.com/@crimsclass,3600,,https://instagram.com/MrCrim3,,,,,,,,,,https://www.ernestcrim.com/,2026-01-22 03:31:44,History
adamtooze,https://substack.com/@adamtooze,173000,https://twitter.com/adam_tooze,,,,,,,,,,,,2026-01-22 03:31:44,History
brownhistory,https://substack.com/@brownhistory,76000,,https://instagram.com/Brownhistory,,,,,,,,,,,2026-01-22 03:31:44,History
charlotteenfrance,https://substack.com/@charlotteenfrance,6600,,,https://tiktok.com/@charlotteenfrance,,,,,,https://bsky.app/profile/charlotteenfrance.bsky.social,,,,2026-01-22 03:31:44,History
mathewlyons,https://substack.com/@mathewlyons,2400,https://twitter.com/mathewjlyons,,,,,,,,https://bsky.app/profile/mathewlyons.bsky.social‬,,,,2026-01-22 03:31:44,History
tadstoermer,https://substack.com/@tadstoermer,8000,,,,,,,,,,,,http://www.tadstoermer.com,2026-01-22 03:31:44,History
kahlilgreene,https://substack.com/@kahlilgreene,51000,,https://instagram.com/kahlil.greene,,,,,,,,,,https://kahlilgreene.com,2026-01-22 03:31:44,History
godsandmonstersinfo,https://substack.com/@godsandmonstersinfo,34000,,,,,https://www.facebook.com/godsandmonstersinfo/,,,,,,,https://godsandmonsters.info,2026-01-22 03:31:44,History
angusbylsma,https://substack.com/@angusbylsma,2800,https://twitter.com/AngusBylsma,,,,,,,,,,,,2026-01-22 03:31:44,History
londonist,https://substack.com/@londonist,104000,,,,,,,,,,,,,2026-01-22 03:31:44,History
thisishistory,https://substack.com/@thisishistory,15000,,,,,,https://www.youtube.com/channel/UCcJyQ5dihoKAKwk2aRi-CQw,,,,,,,2026-01-22 03:31:44,History
kyleorton,https://substack.com/@kyleorton,1900,https://twitter.com/KyleWOrton,,,,,,,,,,,https://www.kyleorton.com/?utm_campaign=profile_chips,2026-01-22 03:31:44,History
jemartisby,https://substack.com/@jemartisby,61000,,,,,,,,,,,,https://JemarTisby.com,2026-01-22 03:31:44,History
robertsmcelvaine,https://substack.com/@robertsmcelvaine,2100,https://twitter.com/robertmcelvaine,,,,,,,,,,,,2026-01-22 03:31:44,History
freedomoverfascism,https://substack.com/@freedomoverfascism,18000,,,,,,,,,,,,https://www.freedomoverfascism.us/?utm_campaign=profile_chips,2026-01-22 03:31:44,History
michelleshort2,https://substack.com/@michelleshort2,2100,,,,,,,,,,,,,2026-01-22 03:31:44,History
colingorrie,https://substack.com/@colingorrie,32000,,,,,,,,,,,,https://www.deadlanguagesociety.com/?utm_campaign=profile_chips,2026-01-22 03:31:44,History
markesecrets,https://substack.com/@markesecrets,11000,,,,,,,,,,,,https://www.secret-history.com/,2026-01-22 03:31:44,History
artlust,https://substack.com/@artlust,1600,,https://instagram.com/art_lust_,,,https://facebook.com/artlust1,,,,,,,,2026-01-22 03:31:44,History
thehumanityarchive,https://substack.com/@thehumanityarchive,20000,,https://instagram.com/thehumanityarchive,,,,,,,,,,https://www.thehumanityarchive.com/humanityarchive-paperback,2026-01-22 03:31:44,History
robertmorris232366,https://substack.com/@robertmorris232366,3500,,,,,,,,,,,,,2026-01-22 03:31:44,History
queerarchivefever,https://substack.com/@queerarchivefever,18000,,,,,,,,,,,,https://ko-fi.com/queerarchivefever,2026-01-22 03:31:44,History
antisocialstudies,https://substack.com/@antisocialstudies,5000,,,,,https://www.facebook.com/antisocstudies,,,,,,,https://www.antisocialstudies.org,2026-01-22 03:31:44,History
chadcrowley,https://substack.com/@chadcrowley,4200,https://twitter.com/CCrowley100,,,,,,,,,,,,2026-01-22 03:31:44,History
niallferguson,https://substack.com/@niallferguson,61000,,,,,,,,,,,,https://www.niallferguson.com/,2026-01-22 03:31:44,History
jameslucasit,https://substack.com/@jameslucasit,47000,https://twitter.com/JamesLucasIT,,,,,,,,,,,https://www.james-lucas.com/?utm_campaign=profile_chips,2026-01-22 03:31:45,History
operationalartofwar,https://substack.com/@operationalartofwar,2100,https://twitter.com/opartofwar,,,,,https://www.youtube.com/@OperationalArtofWar,,,,,,,2026-01-22 03:31:45,History
pplsartofwar,https://substack.com/@pplsartofwar,3700,,,,,,https://www.youtube.com/@pplsartofwar,,,,,,,2026-01-22 03:31:45,History
metacritique,https://substack.com/@metacritique,9400,https://twitter.com/HusseinAboubak,,,https://www.linkedin.com/in/hussein-mansour-998230157/,,,,,,,,,2026-01-22 03:31:45,History
ajaltamimi,https://substack.com/@ajaltamimi,4500,https://twitter.com/ajaltamimi,,,,,,,,,,,https://www.aymennaltamimi.com/?utm_campaign=profile_chips,2026-01-22 03:31:45,History
ryanresearch,https://substack.com/@ryanresearch,1000,https://twitter.com/_PeterRyan,,,,,,,,,,,,2026-01-22 03:31:45,History
sadbrowngirl,https://substack.com/@sadbrowngirl,6900,,,,,,,,,,,,,2026-01-22 03:31:45,History
wolfhallweekend,https://substack.com/@wolfhallweekend,1200,,,,,https://www.facebook.com/WolfHallWeekend,,,,,,,https://wolfhallweekend.com,2026-01-22 03:31:45,History
jeffrich,https://substack.com/@jeffrich,5900,,,,,,,,,,,,https://www.theburningarchive.com,2026-01-22 03:31:45,History
studyinghistory,https://substack.com/@studyinghistory,12000,,https://instagram.com/studyinghistory.gr,,,https://www.facebook.com/profile.php?id=61573115773628&locale=el_GR,,,,,,,https://www.studyinghistory.gr/?utm_campaign=profile_chips,2026-01-22 03:31:45,History
rapscallison,https://substack.com/@rapscallison,6300,,,,,,,,,,,,https://allisonepstein.com,2026-01-22 03:31:45,History
aspectsofhistory,https://substack.com/@aspectsofhistory,2000,https://twitter.com/AspectsHistory,,,,,,,,,,,,2026-01-22 03:31:45,History
davidgran,https://substack.com/@davidgran,7900,,,,,https://www.facebook.com/MilitaryReadingList,,,,,,,https://www.militaryreadinglist.com,2026-01-22 03:31:45,History
mankind,https://substack.com/@mankind,57000,https://twitter.com/davidtheroman,,,,,https://youtube.com/@aussiesta,,,,,,,2026-01-22 03:31:45,History
cgpodcast,https://substack.com/@cgpodcast,2000,https://twitter.com/wbuppert,,,,,,,,,,,,2026-01-22 03:31:45,History
letsnotdate,https://substack.com/@letsnotdate,19000,,,,,,,https://linktr.ee/letsnotdate,,,,,,2026-01-22 03:31:45,History
hollyabrown,https://substack.com/@hollyabrown,6000,,https://instagram.com/holly.a.brown,,,,,,,,,,,2026-01-22 03:31:45,History
michaelhoffman,https://substack.com/@michaelhoffman,6900,https://twitter.com/HoffmanMichaelA,,,,,,,,,,,,2026-01-22 03:31:45,History
juliemontagu,https://substack.com/@juliemontagu,15000,,,,,,,,,,,,https://www.gildedheiresses.com/?utm_campaign=profile_chips,2026-01-22 03:31:45,History
timothygartonash,https://substack.com/@timothygartonash,28000,https://twitter.com/fromTGA,,,,,,,,,,,,2026-01-22 03:31:45,History
inhistorybyhelencarr,https://substack.com/@inhistorybyhelencarr,3100,,,,,,,,,,,,https://www.helenhcarr.com/,2026-01-22 03:31:45,History
behindthegospels,https://substack.com/@behindthegospels,10000,,,,,,,,,,,,https://www.behindthegospels.com/?utm_campaign=profile_chips,2026-01-22 03:31:45,History
schandillia,https://substack.com/@schandillia,1300,https://twitter.com/schandillia,,,,,,,,,,,https://www.schandillia.com/?utm_campaign=profile_chips,2026-01-22 03:31:45,History
dgardner,https://substack.com/@dgardner,12000,https://twitter.com/dgardner,,,,,,,,,,,,2026-01-22 03:31:45,History
ancientnow,https://substack.com/@ancientnow,4100,,https://instagram.com/karacooney,,,,,,,,,,https://a.co/d/1qwBQDC,2026-01-22 03:31:45,History
ashalogos,https://substack.com/@ashalogos,3900,https://twitter.com/ashalogos,,,,,,,,,,,,2026-01-22 03:31:45,History
weirdmedievalguys,https://substack.com/@weirdmedievalguys,32000,https://twitter.com/WeirdMedieval,https://instagram.com/weirdmedievalguys,,,,,,,,,,,2026-01-22 03:31:45,History
memorymedieval,https://substack.com/@memorymedieval,3000,,,,,,,,,,,,,2026-01-22 03:31:45,History
kirbysommers,https://substack.com/@kirbysommers,7600,,,,,,,,,,,,https://kirbysommers.com,2026-01-22 03:31:45,History
americantimes,https://substack.com/@americantimes,6900,https://twitter.com/timbarnicle,,,,,,,,,,,,2026-01-22 03:31:45,History
sjhyde,https://substack.com/@sjhyde,2300,,https://instagram.com/samueljoshuahyde,,,,,,,,,,https://www.jpost.com/author/samuel-j-hyde,2026-01-22 03:31:45,History
michanarberhaus,https://substack.com/@michanarberhaus,2000,,,,,,,,,,,,https://protopialab.org,2026-01-22 03:55:26,Climate
jessicadamiano,https://substack.com/@jessicadamiano,4400,,,,,https://facebook.com/jessicadamiano,,,,,,,https://www.jessicadamiano.com,2026-01-22 03:55:26,Climate
travessias,https://substack.com/@travessias,9900,,,,,https://www.facebook.com/bambualeditora/,,,,,,,https://www.bambualeditora.com.br,2026-01-22 03:55:26,Climate
katebradbury,https://substack.com/@katebradbury,4000,,https://instagram.com/kategbradbury,,,,,,,,,,https://www.bloomsbury.com/uk/one-garden-against-the-world-9781399408820/,2026-01-22 03:55:26,Climate
thecunningfarmer,https://substack.com/@thecunningfarmer,1600,,https://instagram.com/thecunningfarmer,,,https://m.facebook.com/profile.php?id=100078001043265,,,,,,,,2026-01-22 03:55:26,Climate
theminorityreport1,https://substack.com/@theminorityreport1,3900,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
alexandrafasulo,https://substack.com/@alexandrafasulo,52000,,,,,,,,,,,,https://www.amazon.com/Freelance-Your-Way-Freedom-Corporate/dp/B0BQZCHSMY/ref=sr_1_1?crid=1PLKVMSUOE3PT&dib=eyJ2IjoiMSJ9.OUPtOoZCXr1NaBg9NuvN0GA4DT8PUZi-UXcJRfqfXiGnINC7sjd8E2Nx-PU5CQlPU9prfz7oek_2YGSToztdDA.kDSY9m_Cj--KR5aQm0m5sEtXJ2SzTYjvIrevn-N7hRY&dib_tag=se&keywords=freelance+your+way+to+freedom+by+alexandra+fasulo&qid=1724031284&sprefix=freelance+your+way%2Caps%2C107&sr=8-1,2026-01-22 03:55:26,Climate
landdesk,https://substack.com/@landdesk,6500,,,,,,,,,,,,https://www.landdesk.org/?utm_campaign=profile_chips,2026-01-22 03:55:26,Climate
davewalkercartoons,https://substack.com/@davewalkercartoons,2600,,,,,,,,,,,,https://davewalker.com,2026-01-22 03:55:26,Climate
reneelertzman,https://substack.com/@reneelertzman,2300,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
sammatey,https://substack.com/@sammatey,13000,,,,https://www.linkedin.com/in/sam-matey/,,,,,,,,,2026-01-22 03:55:26,Climate
climateactionnow1,https://substack.com/@climateactionnow1,27000,,,,,https://www.facebook.com/ClimateActionNowGlobal,,,,,,,https://climateactionnow.com,2026-01-22 03:55:26,Climate
witnessmarks,https://substack.com/@witnessmarks,5600,,,,,,,,,,,,https://www.melissaharrison.co.uk,2026-01-22 03:55:26,Climate
revkin,https://substack.com/@revkin,10000,,,,,,,,,,,,http://j.mp/weatherclimate100,2026-01-22 03:55:26,Climate
arthurparkinson,https://substack.com/@arthurparkinson,5200,,https://instagram.com/arthurparkinson_,,,,,,,,,,,2026-01-22 03:55:26,Climate
bennollweather,https://substack.com/@bennollweather,16000,,,,,https://www.facebook.com/BenNollWeather/,,,,,,,https://www.bennollsays.com/?utm_campaign=profile_chips,2026-01-22 03:55:26,Climate
balancedweather,https://substack.com/@balancedweather,3500,,,,,,,,,,,,https://balancedweather.com,2026-01-22 03:55:26,Climate
poorprolesalmanac,https://substack.com/@poorprolesalmanac,11000,,,,,,,,,,,,https://www.poorproles.com,2026-01-22 03:55:26,Climate
electroverse,https://substack.com/@electroverse,2900,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
annaflowers,https://substack.com/@annaflowers,1100,,https://instagram.com/annasflowerfarm,,,,,,,,,,https://annasflowerfarm.co.uk,2026-01-22 03:55:26,Climate
publicdomainmedia,https://substack.com/@publicdomainmedia,3300,https://x.com/PDInvestigates,,,,,,,,,,,https://www.publicdomain.media/?utm_campaign=profile_chips,2026-01-22 03:55:26,Climate
weathertwist,https://substack.com/@weathertwist,5900,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
didierhope,https://substack.com/@didierhope,16000,https://twitter.com/next_architects,,,,,,,,,,,,2026-01-22 03:55:26,Climate
weathertiger,https://substack.com/@weathertiger,11000,https://twitter.com/wx_tiger,,,,,,,,,,,,2026-01-22 03:55:26,Climate
weather2020,https://substack.com/@weather2020,6900,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
climatecoloredgoggles,https://substack.com/@climatecoloredgoggles,4300,,https://instagram.com/climatecoloredgoggles,,https://www.linkedin.com/in/sammy-roth-903b3024/,,,,,,,,https://www.climatecoloredgoggles.com/?utm_campaign=profile_chips,2026-01-22 03:55:26,Climate
hedgehoghugh,https://substack.com/@hedgehoghugh,2600,,https://instagram.com/hedgehoghugh,https://tiktok.com/@hedgehoghugh,,,,,,,,,,2026-01-22 03:55:26,Climate
tishaschuller,https://substack.com/@tishaschuller,1600,,,,https://www.linkedin.com/in/tisha-schuller-315a543/,,,,,,,,https://energythinks.com/,2026-01-22 03:55:26,Climate
weather,https://substack.com/@weather,5500,https://twitter.com/RyanMaue,,,,,,,,,,,https://weathertrader.com,2026-01-22 03:55:26,Climate
betweentwoseas,https://substack.com/@betweentwoseas,4200,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
alexepstein,https://substack.com/@alexepstein,57000,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
devinthorpe,https://substack.com/@devinthorpe,10000,,,,,,,,,,,,https://www.superpowers4good.com/?utm_campaign=profile_chips,2026-01-22 03:55:26,Climate
coleslay,https://substack.com/@coleslay,3300,,,,,,,,,,,,,2026-01-22 03:55:26,Climate
treyangera548951,https://substack.com/@treyangera548951,1700,,,,https://www.linkedin.com/in/andrea-angera-68756711,,,,,,,,,2026-01-22 03:55:26,Climate
irrationalfear,https://substack.com/@irrationalfear,8200,,,,,https://www.facebook.com/app_scoped_user_id/YXNpZADpBWEVqSE1uWFkxM0liMlVwZAmM0aklpZA3pybW01NlFGOVc4UzZArcXdIQ1hVOUJkdks1MUs0dnp2Q3pTSnlfU0doSVF1SEltcUJnZAHZAWTmJ1dm5YaWV5ZAnc1YnR6cVQzcHVFd0hnRzYtZAmxucXRucjNCYncZD/,,,,,,,https://www.MatthewWielicki.com,2026-01-22 03:55:26,Climate
robertbryce,https://substack.com/@robertbryce,28000,,,,,,https://www.youtube.com/c/RobertBryce,,,,,,https://robertbryce.com,2026-01-22 03:55:26,Climate
henrysanderson,https://substack.com/@henrysanderson,1900,,,,,,,,,,,,https://www.henrysanderson.net/,2026-01-22 03:55:26,Climate
katharinehayhoe,https://substack.com/@katharinehayhoe,34000,,,,,,,,,,,,https://www.talkingclimate.ca/?utm_campaign=profile_chips,2026-01-22 03:55:26,Climate
rogerpielkejr,https://substack.com/@rogerpielkejr,38000,,,,https://www.linkedin.com/in/roger-pielke-jr-72721332/,,,,,,,,https://rogerpielkejr.com/,2026-01-22 03:55:26,Climate
forgottenlandsproject,https://substack.com/@forgottenlandsproject,3200,,,,,,,,,,,,https://www.forgottenlandsproject.com/,2026-01-22 03:55:27,Climate
leafrootfruit,https://substack.com/@leafrootfruit,6700,,,,,https://www.facebook.com/LeafRootandFruit,,,,,,,https://www.LeafRootFruit.com.au,2026-01-22 03:55:27,Climate
gaelicreexistence,https://substack.com/@gaelicreexistence,1000,,https://instagram.com/gaelic.reexistence,,,,,,,,,,https://gaelicreexistence.com/decolonization-in-ireland/,2026-01-22 03:55:27,Climate
waynehsiung,https://substack.com/@waynehsiung,34000,,,,,https://www.facebook.com/wayne.hsiung,,,,,,,https://blog.simpleheart.org/?utm_campaign=profile_chips,2026-01-22 03:55:27,Climate
morethanjustparks,https://substack.com/@morethanjustparks,20000,,,,,https://facebook.com/morethanjustparks,,,,,,,https://morethanjustparks.com,2026-01-22 03:55:27,Climate
planetearthandbeyond,https://substack.com/@planetearthandbeyond,11000,,,,,,,,,,,,https://www.planetearthandbeyond.co/?utm_campaign=profile_chips,2026-01-22 03:55:27,Climate
endbirdshooting,https://substack.com/@endbirdshooting,2100,,https://instagram.com/endbirdshooting,,,https://www.facebook.com/profile.php?id=61569846825217,,,,,,,,2026-01-22 03:55:27,Climate
josephfournier,https://substack.com/@josephfournier,1100,https://twitter.com/JosephF55175005,,,https://www.linkedin.com/in/joseph-fournier-7077087/,,,,,,,,,2026-01-22 03:55:27,Climate
antarcticsapiens,https://substack.com/@antarcticsapiens,1900,,https://instagram.com/antarctic.sapiens,,https://www.linkedin.com/in/ricky-lanusse-459304215/,,,,,,,,,2026-01-22 03:55:27,Climate
ourpubliclandsandwaters,https://substack.com/@ourpubliclandsandwaters,63000,,https://instagram.com/ourpubliclandsandwaters,,,https://www.facebook.com/OurPublicLandsandWaters,,,,,,,,2026-01-22 03:55:27,Climate
stevendonziger,https://substack.com/@stevendonziger,7500,https://twitter.com/SDonziger,,,,,,https://linktr.ee/StevenDonziger,,,,,,2026-01-22 03:55:27,Climate
rebeccamcmackin,https://substack.com/@rebeccamcmackin,11000,,https://www.instagram.com/oroeoboeococoao/,,,,,,,,,,https://www.rebeccamcmackin.com,2026-01-22 03:55:27,Climate
chadevansweather,https://substack.com/@chadevansweather,8200,,,,,,,,,,,,,2026-01-22 03:55:27,Climate
climatewaterproject,https://substack.com/@climatewaterproject,5900,,https://instagram.com/climatewaterproject,,,,,,,,,,,2026-01-22 03:55:27,Climate
helenyoest,https://substack.com/@helenyoest,1100,,,,,,,,,,,,https://https//:www.beebetternaturaly.com,2026-01-22 03:55:27,Climate
mallikabasu,https://substack.com/@mallikabasu,2300,,,,,,,,,,,,https://www.mallikabasu.com,2026-01-22 03:55:27,Climate
suzanneashastone,https://substack.com/@suzanneashastone,1800,,,,,https://www.facebook.com/suzanne.a.stone,,,,,,,https://wildlifecoexistence.org/,2026-01-22 03:55:27,Climate
natehagens,https://substack.com/@natehagens,12000,https://twitter.com/NJHagens,,,,,,,,,,,https://thegreatsimplification.com,2026-01-22 03:55:27,Climate
feelwellbyanna,https://substack.com/@feelwellbyanna,6800,,https://instagram.com/feelwellbyanna,,,,https://youtube.com/@feelwellbyanna,,,,,,,2026-01-22 04:00:10,Health
glampreezy,https://substack.com/@glampreezy,1300,,https://instagram.com/hotgirlhealthjourney,,,,,,,,,,https://hotgirlhealthjourney.com,2026-01-22 04:00:10,Health
drkondrot,https://substack.com/@drkondrot,4300,,,,,,,,,,,,http://www.healingtheeye.com,2026-01-22 04:00:10,Health
drshante,https://substack.com/@drshante,6500,,https://instagram.com/drshantesays,,,,,,,,,,https://www.threads.com/@drshantesays,2026-01-22 04:00:10,Health
weilnutritioncorner,https://substack.com/@weilnutritioncorner,18000,,,,,https://www.facebook.com/profile.php?id=61570645354519#,,,,,,,https://www.drweil.com/weilnutritioncorner/,2026-01-22 04:00:10,Health
alicebramhill,https://substack.com/@alicebramhill,3300,,https://instagram.com/alice.bramhill,,,,,,,,,,https://www.alicebramhill.co.uk,2026-01-22 04:00:10,Health
healthfulradiance,https://substack.com/@healthfulradiance,53000,,,,,,,,,,,,,2026-01-22 04:00:10,Health
thebuffaloherbalist,https://substack.com/@thebuffaloherbalist,6100,,,,,,,,,,,,https://thebuffaloherbalist.setmore.com,2026-01-22 04:00:10,Health
bellamackie,https://substack.com/@bellamackie,18000,,,,,,,,,,,,,2026-01-22 04:00:10,Health
healthapiguy,https://substack.com/@healthapiguy,9800,,,,https://www.linkedin.com/in/brendan-keeler,,,,,,,,,2026-01-22 04:00:10,Health
drmennobgyn,https://substack.com/@drmennobgyn,6300,,https://instagram.com/drmennobgyn,,,,,,,,,,https://www.drmenn.com,2026-01-22 04:00:10,Health
ajac,https://substack.com/@ajac,42000,,https://instagram.com/AJA_Cortes,,,,,,,,,,https://www.broscienceclub.com/?utm_campaign=profile_chips,2026-01-22 04:00:10,Health
theskepticalcardiologist,https://substack.com/@theskepticalcardiologist,11000,https://twitter.com/skepcard,,,,,,,,,,,https://www.theskepticalcardiologist.com,2026-01-22 04:00:10,Health
theinvisiblehypothyroidism,https://substack.com/@theinvisiblehypothyroidism,11000,,,,,,,,,,,,https://www.theinvisiblehypothyroidism.com/,2026-01-22 04:00:10,Health
theinflamedgeneration,https://substack.com/@theinflamedgeneration,6900,,,,,,,,,,,,,2026-01-22 04:00:10,Health
drwojakmd,https://substack.com/@drwojakmd,11000,,,,,https://www.facebook.com/DrWojakMD,,https://linktr.ee/drwojakmd,,,,,,2026-01-22 04:00:10,Health
